County,Total Groups Tallied: Estimate,Total Groups Tallied: Margin of Error,East Asian: Estimate,East Asian: Margin of Error,"Chinese, except Taiwanese Estimate","Chinese, except Taiwanese Margin of Error",Hmong Estimate,Hmong Margin of Error,Japanese Estimate,Japanese Margin of Error,Korean Estimate,Korean Margin of Error,Mongolian Estimate,Mongolian Margin of Error,Okinawan Estimate,Okinawan Margin of Error,Taiwanese Estimate,Taiwanese Margin of Error,Other East Asian Estimate,Other East Asian Margin of Error,Southeast Asian: Estimate,Southeast Asian: Margin of Error,Burmese Estimate,Burmese Margin of Error,Cambodian Estimate,Cambodian Margin of Error,Filipino Estimate,Filipino Margin of Error,Indonesian Estimate,Indonesian Margin of Error,Laotian Estimate,Laotian Margin of Error,Malaysian Estimate,Malaysian Margin of Error,Mien Estimate,Mien Margin of Error,Singaporean Estimate,Singaporean Margin of Error,Thai Estimate,Thai Margin of Error,Vietnamese Estimate,Vietnamese Margin of Error,Other Southeast Asian Estimate,Other Southeast Asian Margin of Error
"Santa Barbara County, California",34628.0,807,,,7894.0,725,399.0,297,3977.0,657,2479.0,522,22.0,32,0.0,32,670.0,333,0.0,32,,,100.0,88,533.0,416,10528.0,1058,369.0,165,174.0,165,0.0,32,9.0,14,41.0,51,458.0,183,2748.0,558,42.0,63
"Santa Clara County, California",843893.0,3370,,,244593.0,5502,1378.0,498,36839.0,1985,41985.0,2175,665.0,686,49.0,40,20840.0,1533,0.0,32,,,1853.0,646,5872.0,1016,104063.0,4120,2889.0,711,2385.0,656,1138.0,345,102.0,75,527.0,208,3113.0,560,152550.0,4847,288.0,310
"Santa Cruz County, Arizona",159.0,98,,,36.0,31,0.0,30,33.0,31,1.0,4,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,28.0,29,28.0,48,0.0,30,0.0,30,0.0,30,0.0,30,19.0,31,0.0,30,0.0,30
"Santa Cruz County, California",19529.0,583,,,4862.0,544,85.0,89,2947.0,597,1385.0,319,17.0,18,0.0,32,305.0,128,0.0,32,,,7.0,14,175.0,111,4402.0,662,81.0,69,37.0,28,122.0,85,0.0,32,6.0,9,321.0,196,939.0,227,0.0,32
"Santa Fe County, New Mexico",3537.0,249,,,693.0,201,4.0,5,573.0,197,265.0,91,0.0,31,0.0,31,76.0,88,0.0,31,,,18.0,22,5.0,9,810.0,228,27.0,28,2.0,3,0.0,31,0.0,31,0.0,31,37.0,39,90.0,89,0.0,31
"Santa Isabel Municipio, Puerto Rico",255.0,292,,,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,,,0.0,28,0.0,28,195.0,252,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,31.0,46,0.0,28
"Santa Rosa County, Florida",8005.0,485,,,711.0,319,0.0,35,1306.0,473,1231.0,413,35.0,65,0.0,35,19.0,32,0.0,35,,,15.0,25,80.0,113,2877.0,572,0.0,35,64.0,85,40.0,58,0.0,35,0.0,35,171.0,145,695.0,256,0.0,35
"Sarasota County, Florida",11190.0,206,,,2199.0,493,0.0,35,473.0,150,661.0,267,0.0,35,0.0,35,27.0,34,0.0,35,,,204.0,268,46.0,56,2063.0,560,140.0,118,51.0,47,66.0,63,0.0,35,0.0,35,626.0,279,1962.0,529,0.0,35
"Saratoga County, New York",9443.0,262,,,2342.0,458,0.0,31,370.0,185,1070.0,345,0.0,31,0.0,31,16.0,27,0.0,31,,,0.0,31,61.0,57,1351.0,390,66.0,86,0.0,31,143.0,166,0.0,31,19.0,30,202.0,171,25.0,31,0.0,31
"Sargent County, North Dakota",46.0,19,,,0.0,10,0.0,10,2.0,5,17.0,21,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,9.0,11,10.0,14,0.0,10,3.0,5,0.0,10,0.0,10,0.0,10,0.0,10,5.0,6,0.0,10
"Sarpy County, Nebraska",8170.0,329,,,825.0,257,0.0,24,432.0,202,756.0,206,0.0,24,42.0,46,11.0,15,0.0,24,,,49.0,59,198.0,155,2982.0,642,0.0,24,40.0,70,0.0,24,0.0,24,0.0,24,198.0,136,1486.0,692,0.0,24
"Sauk County, Wisconsin",661.0,53,,,117.0,56,32.0,33,126.0,80,159.0,67,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,95.0,46,0.0,23,10.0,12,0.0,23,0.0,23,0.0,23,0.0,23,32.0,29,0.0,23
"Saunders County, Nebraska",114.0,68,,,10.0,14,0.0,19,2.0,3,9.0,10,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,23.0,25,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,48.0,45,0.0,19
"Sawyer County, Wisconsin",135.0,18,,,22.0,18,16.0,19,0.0,16,3.0,5,0.0,16,0.0,16,0.0,16,0.0,16,,,10.0,10,0.0,16,23.0,19,0.0,16,14.0,18,0.0,16,0.0,16,0.0,16,0.0,16,2.0,4,0.0,16
"Schenectady County, New York",11286.0,434,,,1549.0,426,0.0,31,223.0,133,946.0,446,23.0,29,0.0,31,9.0,15,0.0,31,,,254.0,219,20.0,34,651.0,294,0.0,31,13.0,23,7.0,12,0.0,31,0.0,31,34.0,59,198.0,136,0.0,31
"Schleicher County, Texas",0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Schley County, Georgia",0.0,14,,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Schoharie County, New York",354.0,7,,,89.0,45,0.0,25,26.0,24,75.0,35,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,37.0,29,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Schoolcraft County, Michigan",46.0,7,,,0.0,15,0.0,15,14.0,16,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,14.0,17,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Schuyler County, Illinois",74.0,84,,,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,49.0,55,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Schuyler County, Missouri",21.0,31,,,1.0,2,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,,,0.0,12,0.0,12,4.0,15,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,16.0,27,0.0,12
"Schuyler County, New York",181.0,10,,,63.0,61,0.0,21,0.0,21,24.0,27,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,30.0,28,0.0,21,9.0,16,0.0,21,0.0,21,0.0,21,0.0,21,22.0,22,0.0,21
"Schuylkill County, Pennsylvania",1298.0,69,,,64.0,48,0.0,27,161.0,93,118.0,97,4.0,11,2.0,4,28.0,39,0.0,27,,,0.0,27,7.0,12,294.0,125,13.0,15,0.0,27,0.0,27,0.0,27,0.0,27,188.0,193,126.0,122,0.0,27
"Scioto County, Ohio",526.0,62,,,204.0,78,0.0,30,45.0,41,10.0,15,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,124.0,74,14.0,24,0.0,30,0.0,30,0.0,30,0.0,30,22.0,34,0.0,30,0.0,30
"Scotland County, Missouri",66.0,31,,,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,,,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,66.0,31,0.0,12,0.0,12
"Scotland County, North Carolina",419.0,12,,,251.0,158,0.0,29,58.0,91,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,,,0.0,29,0.0,29,8.0,21,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,6.0,13,0.0,29
"Scott County, Arkansas",135.0,105,,,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,,,69.0,91,0.0,18,9.0,15,0.0,18,10.0,17,0.0,18,0.0,18,0.0,18,0.0,18,47.0,56,0.0,18
"Scott County, Illinois",24.0,5,,,0.0,12,0.0,12,0.0,12,1.0,3,0.0,12,0.0,12,0.0,12,0.0,12,,,0.0,12,0.0,12,4.0,10,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,1.0,3,0.0,12
"Scott County, Indiana",30.0,43,,,4.0,7,0.0,24,26.0,42,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Scott County, Iowa",6896.0,335,,,1292.0,452,0.0,24,337.0,146,876.0,314,0.0,24,0.0,24,9.0,11,0.0,24,,,168.0,187,117.0,148,516.0,274,48.0,90,11.0,19,0.0,24,0.0,24,0.0,24,69.0,63,1076.0,343,0.0,24
"Scott County, Kansas",66.0,67,,,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Scott County, Kentucky",1177.0,149,,,259.0,136,0.0,30,207.0,83,220.0,116,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,247.0,150,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,74.0,54,0.0,30
"Scott County, Minnesota",12504.0,381,,,1745.0,695,545.0,312,498.0,341,980.0,395,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,1615.0,511,713.0,269,111.0,140,1226.0,726,0.0,22,0.0,22,0.0,22,58.0,61,2458.0,536,0.0,22
"Scott County, Mississippi",64.0,73,,,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,45.0,68,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Scott County, Missouri",229.0,25,,,11.0,22,0.0,25,17.0,29,56.0,73,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,98.0,69,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,2.0,3,17.0,29,0.0,25
"Scott County, Tennessee",107.0,25,,,0.0,25,0.0,25,3.0,10,3.0,8,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,20.0,38,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,73.0,50,0.0,25
"Scott County, Virginia",71.0,62,,,0.0,25,0.0,25,5.0,8,26.0,32,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,36.0,44,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Scotts Bluff County, Nebraska",444.0,75,,,75.0,85,0.0,22,132.0,99,40.0,56,7.0,13,0.0,22,7.0,12,0.0,22,,,0.0,22,0.0,22,52.0,59,0.0,22,37.0,49,0.0,22,0.0,22,0.0,22,0.0,22,16.0,18,0.0,22
"Screven County, Georgia",49.0,49,,,0.0,23,0.0,23,12.0,20,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Scurry County, Texas",127.0,23,,,12.0,20,0.0,23,1.0,3,20.0,30,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,42.0,45,10.0,21,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,42.0,54,0.0,23
"Searcy County, Arkansas",25.0,32,,,13.0,24,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,,,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,12.0,20,0.0,18,0.0,18
"Sebastian County, Arkansas",7695.0,373,,,256.0,127,289.0,190,268.0,162,256.0,184,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,14.0,24,535.0,268,37.0,42,2845.0,569,0.0,30,0.0,30,0.0,30,153.0,117,2473.0,572,0.0,30
"Sedgwick County, Colorado",60.0,53,,,19.0,27,0.0,13,28.0,44,9.0,11,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,0.0,13,4.0,6,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13
"Sedgwick County, Kansas",29798.0,709,,,2567.0,507,143.0,146,1190.0,307,846.0,329,0.0,27,0.0,27,229.0,226,0.0,27,,,346.0,334,1745.0,579,3788.0,746,171.0,137,2488.0,522,178.0,128,0.0,27,14.0,23,677.0,241,11099.0,1022,0.0,27
"Seminole County, Florida",30894.0,829,,,5113.0,887,0.0,35,796.0,268,2025.0,522,0.0,35,31.0,43,678.0,417,40.0,62,,,167.0,254,76.0,80,4637.0,829,173.0,142,192.0,146,38.0,43,0.0,35,0.0,35,614.0,240,4237.0,918,0.0,35
"Seminole County, Georgia",38.0,45,,,2.0,5,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,11.0,12,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Seminole County, Oklahoma",215.0,14,,,18.0,23,0.0,19,5.0,8,162.0,39,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,12.0,11,4.0,8,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,1.0,4,0.0,19
"Seneca County, New York",369.0,28,,,56.0,49,0.0,28,25.0,21,71.0,40,0.0,28,0.0,28,3.0,6,0.0,28,,,0.0,28,0.0,28,69.0,46,0.0,28,0.0,28,0.0,28,0.0,28,6.0,13,0.0,28,0.0,28,0.0,28
"Seneca County, Ohio",615.0,68,,,35.0,30,0.0,30,56.0,46,166.0,86,18.0,21,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,40.0,39,0.0,30,11.0,18,0.0,30,0.0,30,0.0,30,36.0,51,70.0,81,0.0,30
"Sequatchie County, Tennessee",130.0,84,,,105.0,84,0.0,21,13.0,23,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,12.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Sequoyah County, Oklahoma",559.0,91,,,39.0,32,13.0,19,52.0,45,32.0,33,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,199.0,93,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,111.0,91,16.0,16,0.0,22
"Sevier County, Arkansas",57.0,65,,,1.0,2,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,0.0,20,11.0,15,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,43.0,66,0.0,20
"Sevier County, Tennessee",1915.0,322,,,361.0,227,0.0,32,33.0,48,52.0,56,0.0,32,0.0,32,41.0,71,0.0,32,,,0.0,32,0.0,32,178.0,128,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,38.0,64,69.0,79,0.0,32
"Sevier County, Utah",156.0,27,,,0.0,23,0.0,23,68.0,50,27.0,27,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,26.0,21,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,12.0,19,15.0,19,0.0,23
"Seward County, Kansas",569.0,41,,,16.0,25,0.0,21,41.0,66,23.0,37,0.0,21,0.0,21,0.0,21,0.0,21,,,4.0,6,58.0,64,0.0,21,0.0,21,97.0,102,0.0,21,0.0,21,0.0,21,0.0,21,254.0,179,0.0,21
"Seward County, Nebraska",147.0,15,,,72.0,32,0.0,16,24.0,23,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,17.0,20,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,17.0,27,7.0,10,0.0,16
"Shackelford County, Texas",21.0,29,,,0.0,15,0.0,15,0.0,15,19.0,29,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,1.0,3,0.0,15
"Shannon County, Missouri",30.0,28,,,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,4.0,8,0.0,17,0.0,17,2.0,6,0.0,17,0.0,17,0.0,17,24.0,26,0.0,17
"Sharkey County, Mississippi",0.0,14,,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Sharp County, Arkansas",156.0,77,,,21.0,33,0.0,20,17.0,20,24.0,28,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,12.0,18,26.0,33,0.0,20,2.0,3,0.0,20,0.0,20,0.0,20,0.0,20,21.0,73,0.0,20
"Shasta County, California",9411.0,367,,,1248.0,377,345.0,212,397.0,140,610.0,186,0.0,32,0.0,32,151.0,164,0.0,32,,,30.0,52,11.0,18,2534.0,516,42.0,76,596.0,272,0.0,32,1344.0,413,0.0,32,107.0,86,432.0,177,0.0,32
"Shawano County, Wisconsin",365.0,49,,,115.0,56,0.0,21,35.0,21,9.0,11,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,81.0,58,0.0,21,92.0,84,0.0,21,0.0,21,0.0,21,5.0,6,0.0,21,0.0,21
"Shawnee County, Kansas",4239.0,400,,,678.0,288,0.0,27,620.0,264,387.0,226,0.0,27,0.0,27,0.0,27,0.0,27,,,4.0,11,25.0,37,871.0,262,0.0,27,18.0,24,0.0,27,0.0,27,0.0,27,32.0,32,251.0,141,0.0,27
"Sheboygan County, Wisconsin",7922.0,243,,,765.0,302,5175.0,505,211.0,102,203.0,137,0.0,23,0.0,23,0.0,23,0.0,23,,,212.0,250,34.0,51,639.0,314,49.0,65,118.0,127,0.0,23,0.0,23,0.0,23,65.0,51,99.0,73,0.0,23
"Shelby County, Alabama",6655.0,302,,,1331.0,401,0.0,31,520.0,232,514.0,188,0.0,31,0.0,31,76.0,63,0.0,31,,,0.0,31,13.0,19,980.0,248,96.0,82,12.0,19,0.0,31,0.0,31,0.0,31,177.0,138,1102.0,342,0.0,31
"Shelby County, Illinois",144.0,23,,,0.0,23,0.0,23,17.0,24,31.0,28,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,88.0,47,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,7.0,11,0.0,23
"Shelby County, Indiana",501.0,27,,,43.0,52,0.0,27,240.0,155,1.0,2,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,186.0,149,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,31.0,49,0.0,27
"Shelby County, Iowa",100.0,171,,,65.0,101,0.0,16,0.0,16,9.0,37,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,26.0,191,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Shelby County, Kentucky",935.0,175,,,108.0,92,0.0,27,40.0,60,108.0,120,0.0,27,0.0,27,100.0,93,0.0,27,,,0.0,27,158.0,164,155.0,171,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27
"Shelby County, Missouri",94.0,39,,,0.0,17,0.0,17,24.0,32,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,20.0,30,50.0,48,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Shelby County, Ohio",851.0,223,,,187.0,117,0.0,27,114.0,85,62.0,63,0.0,27,0.0,27,46.0,63,0.0,27,,,0.0,27,8.0,10,172.0,89,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,52.0,65,35.0,54,0.0,27
"Shelby County, Tennessee",32176.0,795,,,4968.0,922,146.0,134,789.0,246,1259.0,346,143.0,132,10.0,16,284.0,161,0.0,32,,,128.0,130,356.0,227,4346.0,755,178.0,137,600.0,312,34.0,39,0.0,32,6.0,16,281.0,211,4335.0,1061,0.0,32
"Shelby County, Texas",39.0,43,,,1.0,2,0.0,28,13.0,26,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,,,0.0,28,0.0,28,16.0,27,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,8.0,12,0.0,28
"Shenandoah County, Virginia",627.0,16,,,80.0,82,0.0,28,30.0,30,243.0,141,0.0,28,0.0,28,0.0,28,0.0,28,,,0.0,28,0.0,28,48.0,58,0.0,28,60.0,92,0.0,28,0.0,28,0.0,28,0.0,28,37.0,49,0.0,28
"Sherburne County, Minnesota",2331.0,171,,,479.0,370,166.0,122,63.0,64,217.0,153,0.0,22,0.0,22,0.0,22,0.0,22,,,32.0,101,74.0,73,406.0,128,28.0,34,126.0,135,0.0,22,0.0,22,0.0,22,87.0,70,298.0,172,0.0,22
"Sheridan County, Kansas",0.0,11,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Sheridan County, Montana",23.0,21,,,5.0,9,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,,,0.0,11,0.0,11,3.0,5,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,15.0,18,0.0,11,0.0,11
"Sheridan County, Nebraska",73.0,7,,,0.0,15,0.0,15,0.0,15,2.0,4,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,2.0,4,0.0,15,8.0,11,0.0,15,0.0,15,0.0,15,0.0,15,32.0,26,0.0,15
"Sheridan County, North Dakota",12.0,18,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,12.0,18,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Sheridan County, Wyoming",406.0,29,,,280.0,71,0.0,27,26.0,32,15.0,26,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,0.0,27,49.0,44,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,12.0,23,0.0,27,0.0,27
"Sherman County, Kansas",52.0,52,,,0.0,16,0.0,16,0.0,16,31.0,44,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,18.0,20,0.0,16,1.0,2,0.0,16,0.0,16,0.0,16,1.0,3,1.0,2,0.0,16
"Sherman County, Nebraska",10.0,11,,,0.0,10,0.0,10,0.0,10,10.0,11,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Sherman County, Oregon",59.0,30,,,0.0,13,6.0,9,6.0,8,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,,,0.0,13,0.0,13,47.0,29,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13
"Sherman County, Texas",49.0,127,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,49.0,127,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Shiawassee County, Michigan",556.0,39,,,35.0,35,0.0,26,93.0,75,21.0,17,0.0,26,0.0,26,18.0,28,0.0,26,,,44.0,48,1.0,4,164.0,86,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,18.0,30,0.0,26
"Shoshone County, Idaho",123.0,19,,,24.0,40,0.0,19,0.0,19,1.0,2,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,59.0,50,39.0,50,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Sibley County, Minnesota",141.0,15,,,15.0,13,0.0,15,15.0,16,35.0,18,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,23.0,15,1.0,3,0.0,15,0.0,15,0.0,15,0.0,15,5.0,8,0.0,15,0.0,15
"Sierra County, California",0.0,14,,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Sierra County, New Mexico",138.0,129,,,0.0,21,0.0,21,72.0,82,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,61.0,92,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,5.0,9,0.0,21,0.0,21
"Silver Bow County, Montana",866.0,294,,,36.0,51,0.0,23,52.0,84,206.0,170,0.0,23,0.0,23,0.0,23,0.0,23,,,0.0,23,0.0,23,297.0,201,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,22.0,40,2.0,6,0.0,23
"Simpson County, Kentucky",197.0,126,,,0.0,20,0.0,20,16.0,31,26.0,42,0.0,20,0.0,20,8.0,14,0.0,20,,,0.0,20,0.0,20,147.0,120,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Simpson County, Mississippi",161.0,133,,,10.0,20,0.0,26,0.0,26,41.0,65,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,0.0,26,19.0,25,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Sioux County, Iowa",367.0,4,,,38.0,25,0.0,22,81.0,68,22.0,26,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,48.0,61,4.0,8,13.0,20,0.0,22,0.0,22,0.0,22,0.0,22,33.0,56,0.0,22
"Sioux County, Nebraska",1.0,3,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Sioux County, North Dakota",0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Siskiyou County, California",1427.0,83,,,261.0,126,46.0,56,273.0,144,33.0,30,0.0,29,0.0,29,0.0,29,0.0,29,,,0.0,29,12.0,20,392.0,118,2.0,7,147.0,109,0.0,29,0.0,29,0.0,29,29.0,29,18.0,25,0.0,29
"Sitka City and Borough, Alaska",891.0,68,,,31.0,23,0.0,15,71.0,40,98.0,76,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,611.0,120,0.0,15,5.0,7,0.0,15,0.0,15,0.0,15,12.0,18,25.0,22,0.0,15
