County,B02018_002E,B02018_002M,B02018_003E,B02018_003M,B02018_004E,B02018_004M,B02018_005E,B02018_005M,B02018_006E,B02018_006M,B02018_007E,B02018_007M,B02018_008E,B02018_008M,B02018_009E,B02018_009M,B02018_011E,B02018_011M,B02018_012E,B02018_012M,B02018_013E,B02018_013M,B02018_014E,B02018_014M,B02018_015E,B02018_015M,B02018_016E,B02018_016M,B02018_017E,B02018_017M,B02018_018E,B02018_018M,B02018_019E,B02018_019M,B02018_020E,B02018_020M,B02018_021E,B02018_021M
"Dewey County, South Dakota",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,3.0,5,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Dickens County, Texas",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,1.0,2,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Dickenson County, Virginia",0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,31.0,44,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Dickey County, North Dakota",22.0,33,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,27.0,35,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,7.0,15,0.0,10
"Dickinson County, Iowa",74.0,54,0.0,16,16.0,29,25.0,26,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,146.0,64,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,4.0,7,16.0,25,0.0,16
"Dickinson County, Kansas",0.0,18,0.0,18,0.0,18,120.0,92,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,86.0,48,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,33.0,43,0.0,18
"Dickinson County, Michigan",138.0,97,0.0,20,20.0,29,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,43.0,54,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Dickson County, Tennessee",135.0,135,0.0,32,4.0,8,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,50.0,62,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,17.0,27,0.0,32,0.0,32
"Dillingham Census Area, Alaska",7.0,10,0.0,10,37.0,30,7.0,8,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,34.0,26,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Dillon County, South Carolina",56.0,72,0.0,26,6.0,11,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,15.0,23,0.0,26,41.0,62,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Dimmit County, Texas",0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Dinwiddie County, Virginia",59.0,72,0.0,25,87.0,69,21.0,31,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,8.0,19,103.0,79,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,40.0,58,53.0,68,0.0,25
"District of Columbia, District of Columbia",9623.0,874,4.0,7,2330.0,457,4914.0,731,6.0,10,39.0,45,851.0,271,5.0,11,243.0,126,133.0,83,4081.0,552,548.0,191,36.0,33,97.0,55,0.0,34,19.0,29,357.0,122,2618.0,607,14.0,20
"Divide County, North Dakota",0.0,10,0.0,10,2.0,5,3.0,5,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,5.0,6,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Dixie County, Florida",11.0,17,0.0,23,43.0,33,15.0,21,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,4.0,8,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Dixon County, Nebraska",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,8.0,13,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Doddridge County, West Virginia",7.0,13,0.0,18,0.0,18,8.0,13,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,45.0,68,0.0,18
"Dodge County, Georgia",3.0,18,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Dodge County, Minnesota",65.0,41,5.0,8,88.0,62,29.0,22,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,27.0,27,129.0,58,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Dodge County, Nebraska",54.0,48,0.0,22,89.0,71,71.0,51,0.0,22,0.0,22,0.0,22,0.0,22,2.0,5,0.0,22,124.0,100,0.0,22,17.0,28,0.0,22,0.0,22,0.0,22,17.0,28,26.0,29,0.0,22
"Dodge County, Wisconsin",84.0,60,27.0,38,150.0,77,131.0,88,24.0,35,31.0,36,0.0,23,0.0,23,5.0,11,0.0,23,296.0,133,44.0,42,0.0,23,0.0,23,0.0,23,0.0,23,7.0,7,14.0,17,0.0,23
"Dolores County, Colorado",0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13
"Doniphan County, Kansas",7.0,11,0.0,16,10.0,21,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Donley County, Texas",0.0,15,0.0,15,1.0,3,1.0,2,0.0,15,0.0,15,26.0,34,0.0,15,0.0,15,16.0,24,0.0,15,0.0,15,22.0,28,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Dooly County, Georgia",0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Door County, Wisconsin",30.0,27,0.0,21,4.0,5,55.0,47,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,65.0,37,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,17.0,24,50.0,43,0.0,21
"Dorado Municipio, Puerto Rico",0.0,32,0.0,32,0.0,32,11.0,18,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,21.0,35,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32
"Dorchester County, Maryland",76.0,58,0.0,29,15.0,38,5.0,9,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,235.0,75,16.0,25,13.0,23,0.0,29,0.0,29,0.0,29,0.0,29,42.0,43,8.0,14,0.0,29
"Dorchester County, South Carolina",1001.0,457,0.0,33,512.0,246,331.0,167,0.0,33,0.0,33,136.0,163,0.0,33,0.0,33,231.0,338,1502.0,450,0.0,33,111.0,154,0.0,33,0.0,33,0.0,33,0.0,33,762.0,365,0.0,33
"Dougherty County, Georgia",273.0,143,0.0,34,183.0,120,62.0,51,0.0,34,0.0,34,62.0,96,0.0,34,0.0,34,0.0,34,298.0,128,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,21.0,39,84.0,76,0.0,34
"Douglas County, Colorado",4239.0,639,178.0,165,2411.0,434,4321.0,939,201.0,186,0.0,31,214.0,116,0.0,31,0.0,31,24.0,38,3495.0,553,232.0,164,283.0,300,51.0,75,0.0,31,0.0,31,577.0,288,1933.0,570,0.0,31
"Douglas County, Georgia",153.0,118,0.0,34,64.0,55,137.0,119,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,422.0,252,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,55.0,100,763.0,380,0.0,34
"Douglas County, Illinois",0.0,19,0.0,19,22.0,28,1.0,15,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,129.0,68,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Douglas County, Kansas",2282.0,592,0.0,27,396.0,178,689.0,291,0.0,27,0.0,27,35.0,45,0.0,27,0.0,27,75.0,84,623.0,362,0.0,27,539.0,450,32.0,52,0.0,27,0.0,27,199.0,186,1048.0,528,0.0,27
"Douglas County, Minnesota",36.0,35,2.0,6,21.0,28,83.0,54,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,42.0,47,17.0,14,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,54.0,48,114.0,93,0.0,20
"Douglas County, Missouri",8.0,11,0.0,19,119.0,142,5.0,11,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,9.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Douglas County, Nebraska",3441.0,503,50.0,48,1525.0,325,1770.0,393,98.0,99,14.0,22,281.0,235,0.0,24,4758.0,787,167.0,193,2652.0,550,162.0,126,134.0,105,3.0,5,0.0,24,0.0,24,1117.0,547,2680.0,617,99.0,126
"Douglas County, Nevada",496.0,232,0.0,30,96.0,53,314.0,172,0.0,30,0.0,30,17.0,25,0.0,30,0.0,30,0.0,30,927.0,310,19.0,26,0.0,30,56.0,75,0.0,30,0.0,30,0.0,30,53.0,55,0.0,30
"Douglas County, Oregon",423.0,183,7.0,11,474.0,180,349.0,137,34.0,41,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,785.0,273,21.0,35,28.0,38,0.0,31,0.0,31,0.0,31,52.0,9,162.0,133,0.0,31
"Douglas County, South Dakota",0.0,10,0.0,10,11.0,20,11.0,20,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,2.0,5,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Douglas County, Washington",105.0,109,0.0,28,182.0,143,128.0,129,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,11.0,17,145.0,103,0.0,28,39.0,51,0.0,28,0.0,28,0.0,28,46.0,54,11.0,19,0.0,28
"Douglas County, Wisconsin",171.0,83,42.0,65,25.0,25,0.0,21,0.0,21,21.0,34,0.0,21,0.0,21,0.0,21,0.0,21,140.0,82,7.0,13,0.0,21,0.0,21,0.0,21,0.0,21,12.0,13,186.0,123,0.0,21
"Doña Ana County, New Mexico",662.0,295,0.0,31,580.0,365,353.0,220,0.0,31,25.0,40,6.0,11,0.0,31,4.0,6,7.0,13,1132.0,324,0.0,31,0.0,31,15.0,25,0.0,31,0.0,31,193.0,143,148.0,95,0.0,31
"Drew County, Arkansas",57.0,85,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,36.0,45,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"DuPage County, Illinois",16919.0,1344,83.0,130,3260.0,575,5793.0,752,308.0,204,0.0,29,1498.0,359,12.0,22,2330.0,655,1177.0,312,20680.0,1832,450.0,218,668.0,371,29.0,44,0.0,29,66.0,53,1242.0,361,4435.0,852,249.0,367
"Dubois County, Indiana",0.0,27,0.0,27,5.0,11,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,23.0,43,0.0,27,19.0,34,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27
"Dubuque County, Iowa",225.0,132,0.0,24,153.0,118,73.0,76,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,671.0,244,17.0,32,13.0,21,0.0,24,0.0,24,0.0,24,109.0,107,119.0,83,0.0,24
"Duchesne County, Utah",85.0,52,0.0,19,0.0,19,11.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,47.0,39,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Dukes County, Massachusetts",1.0,5,0.0,25,86.0,114,3.0,8,72.0,123,0.0,25,6.0,11,0.0,25,0.0,25,221.0,188,44.0,86,0.0,25,6.0,17,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Dundy County, Nebraska",0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Dunklin County, Missouri",8.0,15,0.0,22,14.0,18,20.0,33,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,211.0,64,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22
"Dunn County, North Dakota",0.0,10,0.0,10,23.0,25,16.0,15,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,19.0,22,12.0,21,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,14.0,12,0.0,10
"Dunn County, Wisconsin",283.0,162,954.0,151,51.0,42,71.0,45,0.0,21,0.0,21,36.0,68,0.0,21,0.0,21,0.0,21,130.0,69,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,2.0,3,9.0,15,0.0,21
"Duplin County, North Carolina",0.0,29,0.0,29,9.0,37,133.0,106,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,87.0,71,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,6.0,10,23.0,46,0.0,29
"Durham County, North Carolina",5871.0,701,68.0,128,1230.0,317,1387.0,377,12.0,19,0.0,32,390.0,187,0.0,32,301.0,243,11.0,18,3299.0,720,158.0,115,10.0,15,0.0,32,0.0,32,6.0,11,444.0,180,1901.0,622,0.0,32
"Dutchess County, New York",3680.0,513,0.0,31,816.0,228,1730.0,471,0.0,31,28.0,42,210.0,121,0.0,31,50.0,58,113.0,86,1393.0,348,94.0,124,0.0,31,7.0,11,0.0,31,0.0,31,100.0,72,283.0,165,0.0,31
"Duval County, Florida",5957.0,1172,131.0,184,2011.0,506,2521.0,562,0.0,35,24.0,46,306.0,287,8.0,12,2769.0,902,1925.0,656,23613.0,2069,84.0,106,812.0,512,14.0,23,0.0,35,17.0,27,910.0,428,5285.0,846,0.0,35
"Duval County, Texas",0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Dyer County, Tennessee",24.0,36,0.0,29,0.0,29,40.0,44,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,108.0,86,24.0,39,0.0,29,0.0,29,0.0,29,0.0,29,46.0,68,39.0,67,0.0,29
"Eagle County, Colorado",115.0,120,0.0,31,59.0,54,83.0,85,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,118.0,121,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,30.0,37,0.0,31
"Early County, Georgia",31.0,43,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"East Baton Rouge Parish, Louisiana",3272.0,768,0.0,33,592.0,332,958.0,391,0.0,33,0.0,33,58.0,70,0.0,33,0.0,33,0.0,33,2206.0,598,254.0,217,472.0,274,54.0,92,0.0,33,0.0,33,169.0,150,4552.0,751,0.0,33
"East Carroll Parish, Louisiana",0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"East Feliciana Parish, Louisiana",0.0,22,0.0,22,50.0,26,13.0,19,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,8.0,13,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,16.0,23,0.0,22
"Eastland County, Texas",19.0,35,0.0,23,25.0,23,5.0,11,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,35.0,34,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,8.0,18,0.0,23
"Eaton County, Michigan",166.0,123,295.0,213,174.0,127,364.0,155,0.0,26,0.0,26,0.0,26,0.0,26,21.0,34,3.0,6,263.0,127,36.0,44,0.0,26,11.0,19,0.0,26,0.0,26,22.0,21,575.0,264,0.0,26
"Eau Claire County, Wisconsin",425.0,246,2680.0,597,186.0,176,245.0,197,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,47.0,70,659.0,217,32.0,42,160.0,147,147.0,176,0.0,23,0.0,23,0.0,23,284.0,257,0.0,23
"Echols County, Georgia",187.0,124,0.0,14,0.0,14,46.0,78,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Ector County, Texas",235.0,216,0.0,35,121.0,123,99.0,101,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,1124.0,433,27.0,39,8.0,18,0.0,35,0.0,35,0.0,35,9.0,18,557.0,295,0.0,35
"Eddy County, New Mexico",0.0,31,0.0,31,300.0,242,116.0,134,0.0,31,0.0,31,0.0,31,0.0,31,7.0,12,0.0,31,236.0,127,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,43.0,75,0.0,31
"Eddy County, North Dakota",0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,3.0,6,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Edgar County, Illinois",8.0,16,0.0,19,63.0,36,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,45.0,57,0.0,19,5.0,10,0.0,19,0.0,19,0.0,19,1.0,2,0.0,19,0.0,19
"Edgecombe County, North Carolina",115.0,67,32.0,35,30.0,32,1.0,4,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,62.0,56,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,32.0,56,0.0,29
"Edgefield County, South Carolina",11.0,21,0.0,26,30.0,37,8.0,15,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,106.0,69,0.0,26,6.0,9,0.0,26,0.0,26,0.0,26,0.0,26,33.0,51,0.0,26
"Edmonson County, Kentucky",0.0,20,0.0,20,0.0,20,3.0,8,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,18.0,42,38.0,62,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Edmunds County, South Dakota",3.0,4,0.0,10,0.0,10,11.0,16,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,4.0,7,3.0,4,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Edwards County, Illinois",0.0,17,0.0,17,0.0,17,17.0,13,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,34.0,33,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,13.0,18,0.0,17
"Edwards County, Kansas",0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,9.0,12,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,3.0,5,0.0,11,0.0,11
"Edwards County, Texas",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Effingham County, Georgia",199.0,194,0.0,34,111.0,148,72.0,72,18.0,29,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,332.0,206,6.0,10,0.0,34,0.0,34,0.0,34,0.0,34,272.0,182,122.0,99,0.0,34
"Effingham County, Illinois",41.0,43,0.0,26,8.0,13,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,166.0,87,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,20.0,37,0.0,26,0.0,26
"El Dorado County, California",2756.0,501,22.0,22,1735.0,490,885.0,368,0.0,32,35.0,52,124.0,92,0.0,32,54.0,71,370.0,237,5592.0,794,152.0,147,11.0,18,0.0,32,0.0,32,38.0,51,177.0,109,892.0,348,0.0,32
"El Paso County, Colorado",5829.0,808,74.0,93,4678.0,793,8617.0,1023,191.0,150,26.0,27,411.0,248,0.0,31,37.0,52,85.0,84,10341.0,1253,385.0,226,245.0,163,0.0,31,0.0,31,32.0,37,1157.0,393,2616.0,681,0.0,31
"El Paso County, Texas",3107.0,765,24.0,39,2306.0,566,3217.0,610,0.0,35,21.0,45,175.0,168,0.0,35,328.0,296,162.0,171,4392.0,858,56.0,54,132.0,153,82.0,115,0.0,35,0.0,35,349.0,184,1296.0,434,0.0,35
"Elbert County, Colorado",43.0,36,0.0,25,66.0,43,138.0,160,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,170.0,103,51.0,70,25.0,45,0.0,25,0.0,25,0.0,25,14.0,27,33.0,34,0.0,25
"Elbert County, Georgia",0.0,23,0.0,23,9.0,15,46.0,59,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,12.0,22,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,86.0,84,0.0,23
"Elk County, Kansas",0.0,11,0.0,11,23.0,20,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,11.0,16,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Elk County, Pennsylvania",71.0,56,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,108.0,56,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,2.0,4,0.0,24,0.0,24
"Elkhart County, Indiana",522.0,271,0.0,30,212.0,118,439.0,232,32.0,61,0.0,30,4.0,11,0.0,30,0.0,30,91.0,99,697.0,266,38.0,47,439.0,186,0.0,30,0.0,30,0.0,30,97.0,103,97.0,79,0.0,30
"Elko County, Nevada",512.0,245,0.0,33,38.0,42,54.0,49,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,19.0,29,144.0,97,0.0,33,30.0,57,0.0,33,0.0,33,0.0,33,78.0,31,94.0,68,8.0,12
"Elliott County, Kentucky",0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18
"Ellis County, Kansas",247.0,156,0.0,21,46.0,41,48.0,59,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,150.0,110,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,56.0,62,0.0,21
"Ellis County, Oklahoma",0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,17.0,17,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Ellis County, Texas",71.0,54,120.0,139,255.0,202,107.0,96,0.0,35,0.0,35,75.0,96,0.0,35,0.0,35,283.0,218,627.0,260,78.0,120,36.0,49,0.0,35,0.0,35,0.0,35,86.0,130,124.0,96,0.0,35
"Ellsworth County, Kansas",0.0,16,0.0,16,12.0,19,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,25.0,31,0.0,16,4.0,8,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Elmore County, Alabama",9.0,15,0.0,31,163.0,148,64.0,53,0.0,31,0.0,31,0.0,31,4.0,6,0.0,31,0.0,31,411.0,173,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,73.0,58,0.0,31,0.0,31
"Elmore County, Idaho",362.0,151,0.0,23,166.0,97,40.0,42,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,3.0,6,933.0,235,0.0,23,5.0,11,0.0,23,0.0,23,76.0,86,36.0,43,34.0,47,0.0,23
"Emanuel County, Georgia",0.0,27,0.0,27,0.0,27,7.0,16,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,6.0,15,0.0,27,0.0,27,4.0,11,0.0,27,0.0,27,0.0,27,6.0,12,0.0,27
"Emery County, Utah",0.0,17,0.0,17,0.0,17,37.0,54,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Emmet County, Iowa",11.0,22,0.0,15,0.0,15,3.0,6,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,10.0,18,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,6.0,12,0.0,15
"Emmet County, Michigan",149.0,89,0.0,23,26.0,18,107.0,70,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,97.0,68,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,5.0,8,0.0,23
"Emmons County, North Dakota",0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Emporia city, Virginia",0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,33.0,58,0.0,19,0.0,19
"Erath County, Texas",253.0,148,0.0,31,37.0,37,42.0,51,0.0,31,0.0,31,10.0,24,0.0,31,0.0,31,0.0,31,83.0,68,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,38.0,40,0.0,31
"Erie County, New York",8027.0,1229,28.0,43,1079.0,293,2820.0,592,58.0,59,0.0,31,326.0,177,0.0,31,4551.0,909,70.0,56,2436.0,500,195.0,113,710.0,408,39.0,43,0.0,31,126.0,141,580.0,320,2169.0,554,31.0,36
"Erie County, Ohio",169.0,141,0.0,30,2.0,5,196.0,135,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,68.0,77,0.0,30,20.0,33,0.0,30,0.0,30,0.0,30,20.0,39,264.0,170,0.0,30
"Erie County, Pennsylvania",692.0,221,0.0,27,313.0,187,532.0,247,69.0,100,0.0,27,16.0,26,0.0,27,17.0,28,31.0,36,1256.0,441,0.0,27,38.0,55,0.0,27,0.0,27,0.0,27,69.0,63,696.0,292,3.0,4
