County,B02018_002E,B02018_002M,B02018_003E,B02018_003M,B02018_004E,B02018_004M,B02018_005E,B02018_005M,B02018_006E,B02018_006M,B02018_007E,B02018_007M,B02018_008E,B02018_008M,B02018_009E,B02018_009M,B02018_011E,B02018_011M,B02018_012E,B02018_012M,B02018_013E,B02018_013M,B02018_014E,B02018_014M,B02018_015E,B02018_015M,B02018_016E,B02018_016M,B02018_017E,B02018_017M,B02018_018E,B02018_018M,B02018_019E,B02018_019M,B02018_020E,B02018_020M,B02018_021E,B02018_021M
"St. Lucie County, Florida",1033.0,459,0.0,35,530.0,277,337.0,261,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,67.0,84,2876.0,721,5.0,11,50.0,89,0.0,35,0.0,35,77.0,103,217.0,181,974.0,378,0.0,35
"St. Martin Parish, Louisiana",121.0,114,0.0,33,19.0,28,1.0,3,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,57.0,58,0.0,33,73.0,74,0.0,33,0.0,33,0.0,33,0.0,33,275.0,100,0.0,33
"St. Mary Parish, Louisiana",34.0,37,0.0,30,0.0,30,23.0,39,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,570.0,283,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,640.0,115,0.0,30
"St. Mary's County, Maryland",298.0,152,0.0,32,710.0,285,438.0,223,0.0,32,0.0,32,54.0,91,0.0,32,0.0,32,0.0,32,2212.0,463,10.0,28,0.0,32,0.0,32,0.0,32,0.0,32,53.0,79,499.0,324,0.0,32
"St. Tammany Parish, Louisiana",855.0,490,0.0,33,433.0,224,156.0,85,12.0,23,0.0,33,14.0,24,0.0,33,19.0,30,0.0,33,1205.0,388,1.0,4,37.0,61,0.0,33,0.0,33,0.0,33,0.0,33,1494.0,449,0.0,33
"Stafford County, Kansas",0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Stafford County, Virginia",884.0,327,39.0,61,832.0,341,1882.0,516,8.0,12,9.0,14,11.0,18,0.0,31,0.0,31,57.0,65,2464.0,527,11.0,16,80.0,89,85.0,91,0.0,31,80.0,85,467.0,266,471.0,227,0.0,31
"Stanislaus County, California",4822.0,792,807.0,358,2257.0,594,2014.0,568,0.0,32,7.0,11,218.0,154,0.0,32,102.0,122,3811.0,908,10940.0,1188,208.0,132,1105.0,476,0.0,32,172.0,184,6.0,11,310.0,140,2579.0,758,0.0,32
"Stanley County, South Dakota",27.0,29,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,38.0,35,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Stanly County, North Carolina",81.0,85,672.0,256,0.0,32,30.0,36,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,249.0,154,0.0,32,54.0,67,0.0,32,0.0,32,0.0,32,14.0,18,253.0,215,0.0,32
"Stanton County, Kansas",0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,4.0,10,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Stanton County, Nebraska",0.0,15,0.0,15,3.0,5,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,15.0,17,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Stark County, Illinois",0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,45.0,11,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,8.0,11,0.0,17,0.0,17
"Stark County, North Dakota",75.0,81,0.0,22,26.0,27,74.0,110,0.0,22,0.0,22,2.0,3,0.0,22,0.0,22,0.0,22,235.0,147,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,2.0,5,126.0,148,0.0,22
"Stark County, Ohio",1012.0,294,123.0,183,378.0,172,478.0,168,0.0,30,17.0,44,16.0,30,0.0,30,9.0,19,154.0,190,1101.0,329,27.0,43,109.0,96,64.0,97,0.0,30,0.0,30,118.0,103,377.0,244,0.0,30
"Starke County, Indiana",11.0,17,0.0,24,6.0,8,8.0,13,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,96.0,21,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Starr County, Texas",0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,17.0,26,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35
"Staunton city, Virginia",0.0,25,0.0,25,110.0,78,57.0,57,0.0,25,0.0,25,4.0,11,0.0,25,0.0,25,0.0,25,95.0,84,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,18.0,29,0.0,25,0.0,25
"Ste. Genevieve County, Missouri",0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,28.0,38,0.0,19,0.0,19,61.0,101,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,9.0,15,0.0,19
"Stearns County, Minnesota",472.0,285,647.0,376,135.0,100,413.0,217,0.0,22,0.0,22,29.0,39,0.0,22,0.0,22,42.0,62,676.0,281,0.0,22,480.0,228,0.0,22,0.0,22,0.0,22,90.0,117,660.0,302,0.0,22
"Steele County, Minnesota",10.0,9,37.0,40,43.0,46,126.0,98,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,10.0,14,111.0,77,0.0,20,67.0,68,0.0,20,0.0,20,0.0,20,6.0,10,85.0,90,0.0,20
"Steele County, North Dakota",0.0,10,0.0,10,1.0,3,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,3.0,5,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Stephens County, Georgia",36.0,54,0.0,27,18.0,28,34.0,71,0.0,27,0.0,27,3.0,9,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,11.0,20,0.0,27
"Stephens County, Oklahoma",4.0,6,8.0,14,27.0,37,143.0,79,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,31.0,36,170.0,106,0.0,22,0.0,22,28.0,41,0.0,22,0.0,22,0.0,22,63.0,30,0.0,22
"Stephens County, Texas",9.0,19,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,11.0,15,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,55.0,41,0.0,21
"Stephenson County, Illinois",44.0,46,0.0,26,33.0,16,67.0,62,0.0,26,3.0,6,0.0,26,0.0,26,0.0,26,0.0,26,158.0,99,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,24.0,37,0.0,26
"Sterling County, Texas",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,2.0,4,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Steuben County, Indiana",2.0,4,0.0,27,0.0,27,17.0,28,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,2.0,4,58.0,45,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,31.0,31,0.0,27,0.0,27
"Steuben County, New York",740.0,220,17.0,25,72.0,38,232.0,149,0.0,31,0.0,31,3.0,4,0.0,31,0.0,31,27.0,29,239.0,112,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,47.0,27,35.0,37,0.0,31
"Stevens County, Kansas",0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,15.0,21,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Stevens County, Minnesota",27.0,26,71.0,54,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,9.0,15,0.0,13,33.0,39,0.0,13,0.0,13,2.0,4,0.0,13,0.0,13,0.0,13,3.0,6,0.0,13
"Stevens County, Washington",114.0,44,0.0,28,154.0,89,176.0,112,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,48.0,56,311.0,107,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,41.0,49,14.0,18,0.0,28
"Stewart County, Georgia",28.0,31,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,9.0,21,0.0,14
"Stewart County, Tennessee",0.0,21,0.0,21,30.0,30,72.0,45,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,48.0,56,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,32.0,49,0.0,21
"Stillwater County, Montana",31.0,25,0.0,15,33.0,23,2.0,4,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,7.0,7,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Stoddard County, Missouri",71.0,71,0.0,22,3.0,8,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,8.0,13,12.0,24,0.0,22
"Stokes County, North Carolina",4.0,11,0.0,29,15.0,23,1.0,3,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,321.0,375,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29
"Stone County, Arkansas",0.0,20,0.0,20,0.0,20,30.0,29,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,12.0,18,25.0,22,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Stone County, Mississippi",72.0,134,0.0,22,3.0,4,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22
"Stone County, Missouri",122.0,46,0.0,25,21.0,30,19.0,29,0.0,25,0.0,25,0.0,25,0.0,25,59.0,35,0.0,25,9.0,13,4.0,9,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,9.0,10,0.0,25
"Stonewall County, Texas",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Storey County, Nevada",0.0,14,0.0,14,5.0,12,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,42.0,84,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Story County, Iowa",2585.0,521,81.0,67,430.0,196,1372.0,416,69.0,138,0.0,24,13.0,28,0.0,24,0.0,24,0.0,24,692.0,294,95.0,80,142.0,91,137.0,139,0.0,24,0.0,24,132.0,93,458.0,287,0.0,24
"Strafford County, New Hampshire",1129.0,321,0.0,29,509.0,271,553.0,240,0.0,29,0.0,29,17.0,29,0.0,29,0.0,29,276.0,201,1085.0,358,482.0,177,73.0,52,0.0,29,0.0,29,0.0,29,56.0,99,423.0,175,0.0,29
"Stutsman County, North Dakota",70.0,81,0.0,19,37.0,40,18.0,31,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,85.0,64,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,3.0,7,0.0,19
"Sublette County, Wyoming",0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,19.0,28,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,8.0,19,0.0,18,0.0,18
"Suffolk County, Massachusetts",35512.0,1707,7.0,13,2451.0,454,5309.0,685,12.0,23,0.0,32,914.0,243,0.0,32,383.0,206,1379.0,428,3831.0,707,360.0,169,117.0,66,121.0,63,0.0,32,42.0,49,713.0,286,12506.0,1248,0.0,32
"Suffolk County, New York",19063.0,1802,12.0,16,2213.0,660,5916.0,855,13.0,19,0.0,31,521.0,195,13.0,20,309.0,189,21.0,24,9286.0,1292,457.0,281,192.0,128,199.0,165,0.0,31,156.0,140,561.0,254,1734.0,477,5.0,8
"Suffolk city, Virginia",419.0,272,0.0,31,179.0,105,346.0,184,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,9.0,15,961.0,232,4.0,8,0.0,31,0.0,31,0.0,31,6.0,12,125.0,104,342.0,236,0.0,31
"Sullivan County, Indiana",52.0,77,6.0,10,22.0,33,65.0,89,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,15.0,26,0.0,24,6.0,10,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Sullivan County, Missouri",0.0,17,0.0,17,29.0,38,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,56.0,45,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17
"Sullivan County, New Hampshire",197.0,165,0.0,26,99.0,83,16.0,23,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,4.0,8,37.0,29,0.0,26,0.0,26,2.0,4,0.0,26,0.0,26,0.0,26,10.0,16,0.0,26
"Sullivan County, New York",672.0,186,0.0,31,232.0,137,85.0,62,4.0,6,0.0,31,16.0,14,0.0,31,17.0,23,26.0,42,169.0,85,17.0,25,0.0,31,34.0,32,0.0,31,0.0,31,0.0,31,47.0,45,0.0,31
"Sullivan County, Pennsylvania",0.0,16,0.0,16,0.0,16,19.0,22,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Sullivan County, Tennessee",315.0,168,0.0,32,93.0,57,26.0,27,0.0,32,0.0,32,12.0,32,0.0,32,0.0,32,81.0,95,367.0,135,0.0,32,9.0,14,0.0,32,0.0,32,0.0,32,9.0,14,182.0,152,0.0,32
"Sully County, South Dakota",0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Summers County, West Virginia",0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Summit County, Colorado",129.0,110,0.0,28,107.0,99,37.0,48,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,81.0,108,16.0,29,0.0,28
"Summit County, Ohio",3828.0,755,141.0,134,794.0,254,1234.0,419,35.0,59,0.0,30,95.0,61,0.0,30,1687.0,641,89.0,67,2401.0,515,1.0,3,429.0,255,249.0,317,0.0,30,177.0,267,350.0,211,1306.0,516,0.0,30
"Summit County, Utah",362.0,142,0.0,26,64.0,39,88.0,85,18.0,3,0.0,26,22.0,31,0.0,26,0.0,26,0.0,26,461.0,186,38.0,54,0.0,26,38.0,54,0.0,26,0.0,26,38.0,54,29.0,40,0.0,26
"Sumner County, Kansas",43.0,39,2.0,7,31.0,30,0.0,21,0.0,21,2.0,3,34.0,35,0.0,21,0.0,21,4.0,6,51.0,38,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Sumner County, Tennessee",598.0,274,0.0,32,349.0,190,505.0,241,0.0,32,0.0,32,0.0,32,0.0,32,17.0,28,138.0,225,737.0,238,92.0,121,177.0,168,9.0,13,0.0,32,0.0,32,149.0,89,113.0,89,0.0,32
"Sumter County, Alabama",60.0,67,0.0,21,8.0,20,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,3.0,6,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,6.0,10,0.0,21,0.0,21
"Sumter County, Florida",177.0,158,0.0,35,250.0,176,94.0,108,0.0,35,0.0,35,0.0,35,0.0,35,84.0,131,42.0,69,691.0,328,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,42.0,52,294.0,255,0.0,35
"Sumter County, Georgia",29.0,38,0.0,27,103.0,138,7.0,17,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,84.0,87,0.0,27,5.0,12,0.0,27,0.0,27,0.0,27,0.0,27,12.0,24,0.0,27
"Sumter County, South Carolina",270.0,156,19.0,34,86.0,106,118.0,108,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,6.0,10,753.0,242,27.0,45,158.0,139,0.0,33,0.0,33,0.0,33,53.0,55,496.0,310,0.0,33
"Sunflower County, Mississippi",32.0,42,0.0,26,64.0,84,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,10.0,13,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Surry County, North Carolina",90.0,81,125.0,118,57.0,64,32.0,34,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,2.0,4,51.0,49,0.0,32,9.0,15,0.0,32,0.0,32,0.0,32,136.0,120,191.0,109,0.0,32
"Surry County, Virginia",8.0,14,0.0,19,1.0,4,2.0,4,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19
"Susquehanna County, Pennsylvania",78.0,45,0.0,24,21.0,19,57.0,27,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,4.0,8,88.0,41,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,3.0,4,39.0,40,0.0,24
"Sussex County, Delaware",516.0,178,0.0,30,256.0,143,398.0,227,0.0,30,0.0,30,38.0,48,0.0,30,11.0,14,14.0,26,1071.0,289,9.0,16,97.0,83,0.0,30,0.0,30,0.0,30,93.0,74,646.0,342,0.0,30
"Sussex County, New Jersey",558.0,164,0.0,32,194.0,115,435.0,215,5.0,9,19.0,36,50.0,42,0.0,32,137.0,146,0.0,32,926.0,236,23.0,48,0.0,32,8.0,13,0.0,32,0.0,32,49.0,39,236.0,135,0.0,32
"Sussex County, Virginia",0.0,21,0.0,21,1.0,3,1.0,3,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,22.0,20,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,15.0,37,0.0,21
"Sutter County, California",352.0,190,810.0,532,934.0,532,239.0,173,22.0,47,0.0,32,27.0,45,0.0,32,40.0,59,82.0,112,1695.0,631,8.0,13,30.0,46,0.0,32,33.0,42,0.0,32,94.0,81,413.0,255,0.0,32
"Sutton County, Texas",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Suwannee County, Florida",138.0,98,0.0,31,0.0,31,4.0,7,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,82.0,80,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,11.0,19,0.0,31
"Swain County, North Carolina",136.0,147,0.0,21,0.0,21,15.0,24,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,120.0,134,56.0,70,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,101.0,137,0.0,21
"Sweet Grass County, Montana",0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,2.0,2,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Sweetwater County, Wyoming",14.0,17,0.0,27,54.0,51,72.0,72,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,212.0,178,0.0,27,0.0,27,5.0,7,0.0,27,0.0,27,17.0,28,170.0,135,0.0,27
"Swift County, Minnesota",0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,7.0,12,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,2.0,5,0.0,13
"Swisher County, Texas",3.0,5,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,39.0,63,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Switzerland County, Indiana",40.0,44,0.0,18,3.0,6,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,72.0,85,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,16.0,28,0.0,18
"Talbot County, Georgia",0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,8.0,14,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Talbot County, Maryland",17.0,22,0.0,29,8.0,13,8.0,14,0.0,29,0.0,29,0.0,29,0.0,29,5.0,11,0.0,29,193.0,90,1.0,3,0.0,29,0.0,29,0.0,29,0.0,29,24.0,36,39.0,50,0.0,29
"Taliaferro County, Georgia",0.0,14,0.0,14,17.0,29,1.0,3,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Talladega County, Alabama",11.0,19,0.0,31,81.0,76,178.0,101,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,58.0,90,146.0,134,0.0,31,0.0,31,0.0,31,0.0,31,14.0,32,24.0,31,86.0,105,0.0,31
"Tallahatchie County, Mississippi",0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,3.0,7,0.0,22
"Tallapoosa County, Alabama",48.0,60,0.0,28,0.0,28,138.0,83,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,84.0,78,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28
"Tama County, Iowa",64.0,43,0.0,16,7.0,11,7.0,7,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,51.0,33,11.0,14,3.0,4,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Taney County, Missouri",108.0,59,0.0,28,9.0,17,50.0,64,0.0,28,0.0,28,0.0,28,0.0,28,47.0,69,0.0,28,203.0,136,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,208.0,170,13.0,22,0.0,28
"Tangipahoa Parish, Louisiana",161.0,132,0.0,33,35.0,54,10.0,16,0.0,33,7.0,12,15.0,25,0.0,33,469.0,325,0.0,33,384.0,235,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,15.0,22,284.0,194,0.0,33
"Taos County, New Mexico",0.0,28,0.0,28,114.0,71,10.0,20,0.0,28,0.0,28,6.0,10,0.0,28,0.0,28,0.0,28,102.0,78,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,96.0,96,0.0,28
"Tarrant County, Texas",15319.0,1564,560.0,405,5222.0,1022,8063.0,1304,52.0,64,12.0,17,1208.0,357,0.0,35,1953.0,700,1119.0,377,17500.0,2221,967.0,483,6047.0,1458,630.0,360,0.0,35,0.0,35,2464.0,498,38477.0,2276,38.0,56
"Tate County, Mississippi",17.0,17,0.0,26,0.0,26,1.0,2,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,5.0,7,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26
"Tattnall County, Georgia",190.0,151,0.0,27,0.0,27,7.0,12,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,158.0,142,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27
"Taylor County, Florida",0.0,28,0.0,28,6.0,9,79.0,114,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,18.0,20,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28
"Taylor County, Georgia",0.0,20,0.0,20,28.0,47,26.0,65,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Taylor County, Iowa",0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,3.0,6,0.0,15,0.0,15
"Taylor County, Kentucky",36.0,35,0.0,24,8.0,15,14.0,20,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,14.0,32,28.0,43,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,98.0,68,0.0,24,0.0,24
"Taylor County, Texas",289.0,213,0.0,35,239.0,124,386.0,179,0.0,35,0.0,35,107.0,135,0.0,35,47.0,53,113.0,125,1435.0,334,0.0,35,6.0,10,0.0,35,0.0,35,0.0,35,47.0,48,725.0,353,0.0,35
"Taylor County, West Virginia",16.0,24,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,44.0,64,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Taylor County, Wisconsin",0.0,16,0.0,16,51.0,50,41.0,31,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,32.0,26,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,5.0,6,0.0,16,0.0,16
"Tazewell County, Illinois",519.0,276,0.0,29,184.0,166,249.0,117,0.0,29,0.0,29,0.0,29,0.0,29,38.0,70,1.0,2,352.0,166,0.0,29,0.0,29,22.0,28,0.0,29,0.0,29,11.0,19,85.0,57,0.0,29
"Tazewell County, Virginia",0.0,28,0.0,28,1.0,2,26.0,52,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,175.0,134,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28
"Tehama County, California",202.0,150,270.0,180,96.0,66,47.0,46,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,3.0,9,446.0,194,2.0,3,429.0,245,0.0,32,0.0,32,0.0,32,0.0,32,126.0,149,0.0,32
"Telfair County, Georgia",0.0,23,0.0,23,0.0,23,10.0,15,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23
"Teller County, Colorado",46.0,58,0.0,25,20.0,37,90.0,104,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,31.0,43,103.0,102,0.0,25,0.0,25,0.0,25,0.0,25,109.0,99,25.0,44,0.0,25
"Tensas Parish, Louisiana",0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
